Unnamed: 0,ProdTaken,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Female,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
479,1,24.0,1,13.0,2,3.0,3.0,2.0,1,4,0,0.0,17886.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3817,0,39.0,1,15.0,3,5.0,4.0,3.0,1,1,1,1.0,20811.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
4143,1,30.0,1,25.0,3,5.0,3.0,3.0,1,3,0,1.0,21067.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
3676,0,36.0,1,34.0,3,4.0,3.0,4.0,0,5,0,2.0,25561.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2858,1,25.0,3,7.0,4,4.0,4.0,3.0,1,4,1,3.0,21880.0,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
3885,0,57.0,1,7.0,3,4.0,3.0,3.0,0,3,0,1.0,24984.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
1198,0,33.0,3,22.0,2,3.0,3.0,2.0,1,1,0,0.0,20368.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
4265,0,33.0,1,9.0,4,4.0,4.0,3.0,0,4,0,2.0,21048.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
2936,0,49.0,1,7.0,3,5.0,5.0,2.0,0,4,0,2.0,34080.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4796,0,37.0,1,8.0,4,6.0,5.0,4.0,1,1,1,1.0,28930.0,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1697,0,29.0,3,6.0,2,3.0,3.0,2.0,0,3,1,1.0,22918.0,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
3318,0,31.0,1,14.0,3,4.0,3.0,3.0,0,5,1,2.0,22169.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2464,0,25.0,1,18.0,4,3.0,3.0,2.0,0,3,1,3.0,22689.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
1197,0,20.0,3,15.0,2,3.0,5.0,2.0,0,1,0,1.0,17728.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2999,0,30.0,3,17.0,3,4.0,4.0,3.0,0,2,0,2.0,20975.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
707,0,47.0,1,22.0,3,1.0,3.0,2.0,1,2,0,0.0,20067.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
2362,1,19.0,1,16.0,3,4.0,4.0,2.0,1,5,0,2.0,16859.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
4007,0,47.0,1,7.0,3,5.0,5.0,4.0,1,1,1,2.0,29351.0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
3055,0,36.0,1,14.0,3,4.0,3.0,5.0,0,3,0,1.0,28899.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
2090,0,35.0,1,33.0,2,4.0,5.0,2.0,0,4,0,1.0,17559.0,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
3561,0,35.0,1,7.0,3,4.0,3.0,2.0,0,4,1,1.0,24162.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2281,0,38.0,3,8.0,2,3.0,4.0,1.0,0,4,1,1.0,22351.0,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
1815,0,23.0,1,32.0,2,3.0,3.0,2.0,0,1,0,1.0,17904.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
4487,1,27.0,3,15.0,3,5.0,5.0,8.0,0,3,0,1.0,24004.0,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
1297,1,26.0,2,26.0,3,3.0,4.0,1.0,1,3,0,1.0,17148.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
2458,1,29.0,1,31.0,3,5.0,3.0,7.0,1,2,0,1.0,20706.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
3751,0,29.0,1,7.0,4,4.0,5.0,3.0,0,1,1,1.0,22269.0,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
157,0,58.0,1,15.0,3,4.0,4.0,5.0,1,2,1,0.0,18346.0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
3518,0,34.0,1,15.0,4,4.0,3.0,4.0,1,3,0,3.0,25066.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
1715,0,31.0,1,9.0,3,3.0,3.0,1.0,0,4,1,0.0,28675.0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
440,1,34.0,2,29.0,2,3.0,5.0,1.0,1,3,1,0.0,24950.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
3341,0,60.0,3,10.0,3,5.0,3.0,7.0,0,3,0,1.0,23849.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1057,1,29.0,3,19.0,2,3.0,4.0,6.0,0,3,0,1.0,20765.0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
2080,0,27.0,1,11.0,2,4.0,3.0,2.0,1,3,1,1.0,27808.0,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
1260,0,32.0,1,11.0,3,3.0,4.0,3.0,0,3,1,1.0,17718.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2747,0,32.0,3,14.0,4,3.0,3.0,6.0,0,2,1,1.0,25607.0,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
4216,0,29.0,1,23.0,4,2.0,5.0,2.0,0,5,0,2.0,24339.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
3026,0,41.0,1,9.0,3,2.0,4.0,3.0,0,3,0,2.0,22922.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
451,0,42.0,1,30.0,2,3.0,5.0,2.0,1,2,1,1.0,22406.0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
2924,1,31.0,3,19.0,4,5.0,5.0,3.0,0,5,1,1.0,20711.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
427,0,60.0,3,34.0,3,4.0,5.0,5.0,0,2,1,0.0,25266.0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
3467,0,57.0,1,7.0,3,4.0,5.0,4.0,0,5,1,2.0,20744.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4203,0,29.0,1,15.0,4,4.0,3.0,3.0,0,4,1,2.0,21988.0,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
899,0,49.0,1,10.0,2,4.0,3.0,3.0,0,3,0,0.0,33711.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
3728,0,40.0,1,17.0,4,4.0,3.0,2.0,0,3,1,1.0,32142.0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
4239,0,32.0,1,14.0,3,5.0,3.0,3.0,0,1,1,1.0,27621.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
12,0,31.0,1,32.0,2,3.0,3.0,2.0,0,3,0,1.0,17911.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3995,0,36.0,1,7.0,2,5.0,3.0,3.0,0,4,1,1.0,21537.0,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
2662,0,46.0,3,13.0,3,5.0,3.0,8.0,0,4,1,1.0,27543.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
2334,1,41.0,1,11.0,3,4.0,5.0,7.0,0,3,0,1.0,17107.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1010,0,55.0,1,6.0,2,1.0,3.0,3.0,0,5,1,0.0,29732.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
4545,0,45.0,1,15.0,4,2.0,3.0,4.0,1,3,1,1.0,21496.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3429,1,32.0,1,29.0,4,4.0,3.0,3.0,1,5,1,1.0,24857.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
3279,0,36.0,2,15.0,4,4.0,3.0,3.0,0,5,0,2.0,23001.0,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
117,0,36.0,3,17.0,3,3.0,3.0,1.0,0,5,0,0.0,24738.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
160,0,22.0,1,25.0,3,3.0,3.0,2.0,0,2,0,1.0,17323.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2948,1,46.0,3,33.0,4,4.0,5.0,4.0,0,2,0,1.0,22964.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
3735,1,38.0,1,17.0,3,4.0,5.0,3.0,0,4,0,1.0,22891.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
4762,0,36.0,1,11.0,3,5.0,3.0,3.0,0,1,1,2.0,21054.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2827,0,23.0,1,18.0,3,4.0,4.0,3.0,0,2,1,1.0,20922.0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
2423,1,44.0,3,7.0,2,5.0,4.0,7.0,0,3,0,1.0,17362.0,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
4260,0,42.0,1,13.0,4,5.0,4.0,8.0,1,3,1,3.0,24710.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
4043,0,50.0,1,27.0,4,4.0,5.0,3.0,0,1,1,1.0,25245.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
2462,0,54.0,3,9.0,4,5.0,3.0,4.0,0,3,1,1.0,34105.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3597,1,19.0,3,10.0,4,4.0,3.0,3.0,1,5,0,2.0,20247.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
2376,1,34.0,1,13.0,3,3.0,3.0,2.0,0,3,0,0.0,17585.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2110,0,24.0,1,10.0,2,4.0,3.0,1.0,0,3,0,1.0,18162.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
647,0,35.0,1,31.0,3,4.0,4.0,4.0,0,3,1,1.0,25903.0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2366,0,31.0,1,30.0,3,4.0,5.0,2.0,0,5,1,0.0,21812.0,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
3249,0,46.0,3,16.0,4,5.0,3.0,3.0,0,3,0,1.0,24271.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
2806,0,22.0,3,16.0,3,4.0,3.0,3.0,0,4,0,1.0,21288.0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
1629,0,34.0,3,8.0,3,3.0,3.0,7.0,0,5,0,0.0,17231.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
4744,0,42.0,1,19.0,3,4.0,3.0,5.0,1,3,1,1.0,23444.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1216,0,43.0,3,8.0,3,3.0,3.0,2.0,1,3,0,0.0,22847.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
1435,0,44.0,1,6.0,2,3.0,3.0,7.0,1,4,0,1.0,17436.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
3195,0,51.0,3,7.0,4,4.0,3.0,2.0,0,2,1,2.0,25025.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
2764,0,28.0,3,9.0,4,4.0,3.0,3.0,1,4,1,3.0,23156.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
523,0,50.0,1,34.0,3,2.0,3.0,2.0,1,2,1,2.0,18221.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1180,0,36.0,1,13.0,3,3.0,4.0,3.0,0,1,0,2.0,17013.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
3680,1,37.0,3,20.0,4,5.0,5.0,7.0,1,1,1,1.0,24812.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
595,1,58.0,1,8.0,2,3.0,4.0,1.0,1,3,1,1.0,34246.0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
2574,0,44.0,1,35.0,4,3.0,3.0,6.0,0,3,0,3.0,23417.0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
3649,1,33.0,1,9.0,4,4.0,4.0,3.0,0,3,1,2.0,20071.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2149,0,31.0,3,26.0,2,3.0,3.0,2.0,0,1,1,1.0,21932.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
3698,0,50.0,3,18.0,4,4.0,3.0,5.0,0,4,0,2.0,23185.0,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
1865,0,43.0,1,27.0,3,3.0,3.0,1.0,0,4,1,2.0,17258.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
3200,0,33.0,1,36.0,4,4.0,3.0,2.0,0,3,1,1.0,22703.0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
1534,0,36.0,1,14.0,2,3.0,3.0,2.0,0,4,1,0.0,25096.0,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
3021,0,38.0,1,17.0,3,4.0,5.0,2.0,1,3,1,2.0,21460.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
3229,0,41.0,1,27.0,4,4.0,3.0,6.0,0,3,1,2.0,29000.0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2122,0,37.0,3,25.0,2,3.0,4.0,2.0,1,5,0,0.0,22642.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
4711,1,27.0,1,28.0,3,4.0,3.0,3.0,0,5,1,1.0,21055.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2503,0,38.0,1,7.0,3,5.0,3.0,3.0,0,5,1,2.0,24671.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2703,1,32.0,1,36.0,4,5.0,4.0,2.0,0,3,1,3.0,22157.0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
1045,0,40.0,1,8.0,3,3.0,3.0,3.0,0,1,0,0.0,17345.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2531,0,52.0,1,16.0,4,4.0,3.0,5.0,0,3,1,1.0,20753.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4708,0,35.0,1,10.0,3,4.0,3.0,2.0,0,1,1,1.0,26434.0,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
1591,0,33.0,3,28.0,3,3.0,4.0,1.0,0,1,0,0.0,21146.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
3675,0,47.0,1,20.0,3,4.0,4.0,8.0,0,4,1,1.0,24240.0,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
3322,0,43.0,2,9.0,4,2.0,5.0,2.0,0,2,0,3.0,24950.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
4563,0,54.0,1,30.0,4,4.0,3.0,8.0,0,5,1,2.0,32953.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2749,0,37.0,1,31.0,3,4.0,4.0,2.0,0,3,0,1.0,24352.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
4316,0,31.0,3,19.0,3,4.0,3.0,2.0,0,1,1,2.0,25255.0,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
1340,0,36.0,3,16.0,3,4.0,3.0,2.0,1,1,1,2.0,20673.0,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
2406,1,45.0,3,7.0,3,4.0,5.0,2.0,0,4,1,2.0,33061.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
3057,0,35.0,2,10.0,3,4.0,3.0,2.0,0,2,1,2.0,22415.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3481,0,46.0,1,36.0,3,4.0,3.0,6.0,1,5,1,1.0,28058.0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
773,0,36.0,1,18.0,2,4.0,3.0,1.0,0,2,1,0.0,23858.0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
1682,0,27.0,3,26.0,2,3.0,3.0,2.0,0,1,1,1.0,24981.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
4734,0,36.0,3,18.0,3,4.0,3.0,3.0,0,5,1,2.0,23646.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
4782,0,29.0,1,26.0,4,5.0,5.0,3.0,0,3,1,2.0,21874.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
4800,0,31.0,1,8.0,4,4.0,4.0,2.0,1,4,1,3.0,22257.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2686,0,42.0,1,26.0,3,4.0,5.0,4.0,0,2,1,1.0,21750.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
4064,0,41.0,1,33.0,3,4.0,4.0,3.0,0,1,0,2.0,24283.0,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
2255,0,40.0,1,26.0,3,3.0,3.0,5.0,0,3,1,1.0,25322.0,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
4845,1,31.0,1,16.0,3,4.0,5.0,4.0,1,3,0,2.0,23373.0,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
162,0,28.0,1,27.0,2,3.0,3.0,2.0,0,2,0,0.0,17713.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
3609,0,45.0,2,7.0,3,4.0,3.0,6.0,1,5,1,2.0,24421.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
98,0,58.0,3,16.0,2,3.0,3.0,1.0,0,3,1,1.0,28872.0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
2592,0,42.0,1,16.0,4,4.0,5.0,4.0,0,2,0,3.0,20916.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
913,1,45.0,3,8.0,3,5.0,4.0,3.0,1,5,0,2.0,33824.0,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True
1677,0,36.0,1,24.0,3,3.0,3.0,2.0,0,3,0,1.0,17153.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
3808,0,29.0,3,7.0,3,5.0,3.0,3.0,1,1,0,1.0,25512.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2359,0,27.0,1,20.0,2,3.0,5.0,2.0,1,4,1,0.0,17235.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
4793,0,61.0,3,14.0,3,2.0,3.0,2.0,1,5,0,1.0,23898.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
3822,0,43.0,3,19.0,4,4.0,3.0,5.0,1,1,0,1.0,23765.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
4107,0,44.0,1,14.0,3,2.0,3.0,6.0,0,4,1,1.0,20767.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1745,0,37.0,1,6.0,3,3.0,3.0,3.0,1,3,0,0.0,28603.0,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
2364,0,54.0,1,9.0,2,3.0,3.0,4.0,0,5,0,0.0,32779.0,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False
1683,0,51.0,1,14.0,2,4.0,4.0,6.0,0,3,1,1.0,27490.0,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
3151,0,48.0,1,23.0,4,2.0,3.0,3.0,1,2,0,1.0,23745.0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
4719,0,46.0,3,16.0,4,5.0,3.0,3.0,0,3,1,3.0,24271.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
4050,1,52.0,1,15.0,3,6.0,3.0,4.0,0,1,1,1.0,29328.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
3635,0,32.0,3,12.0,4,4.0,3.0,3.0,0,1,0,3.0,24154.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
468,0,52.0,1,12.0,3,3.0,5.0,4.0,1,4,1,2.0,20577.0,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2437,1,40.0,2,24.0,2,1.0,5.0,1.0,0,1,1,1.0,17387.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
415,1,34.0,3,12.0,2,5.0,3.0,1.0,0,4,1,1.0,17351.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False
3756,1,32.0,2,25.0,3,2.0,5.0,2.0,0,1,1,1.0,21634.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3878,0,53.0,3,127.0,3,4.0,3.0,4.0,0,1,1,2.0,22160.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2942,0,23.0,1,13.0,4,4.0,3.0,2.0,0,2,1,1.0,21451.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2034,0,45.0,3,8.0,2,5.0,3.0,1.0,0,5,1,1.0,21632.0,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
1432,0,37.0,1,16.0,2,1.0,3.0,2.0,1,1,0,1.0,28744.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
4647,0,27.0,1,9.0,3,2.0,3.0,3.0,0,3,1,2.0,24150.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
2476,0,31.0,1,16.0,3,5.0,3.0,3.0,0,4,1,2.0,20884.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
3767,0,29.0,2,7.0,3,4.0,3.0,3.0,0,4,0,2.0,21384.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
4840,1,44.0,1,9.0,4,4.0,3.0,8.0,1,3,0,1.0,28909.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3785,0,32.0,1,27.0,3,4.0,3.0,3.0,0,5,0,1.0,22875.0,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
2953,0,34.0,1,13.0,2,4.0,3.0,5.0,0,5,1,1.0,26403.0,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
4168,0,30.0,3,27.0,3,4.0,3.0,4.0,0,1,1,1.0,25609.0,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
1707,0,52.0,3,8.0,3,4.0,3.0,2.0,1,1,1,0.0,34068.0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
393,0,34.0,3,10.0,3,3.0,3.0,1.0,0,2,1,0.0,21538.0,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
2058,0,50.0,1,8.0,3,3.0,3.0,6.0,0,1,0,1.0,32639.0,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
4039,0,27.0,1,13.0,3,5.0,4.0,3.0,0,3,1,2.0,21046.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2600,0,52.0,1,14.0,3,5.0,3.0,4.0,0,3,1,2.0,24810.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
2781,0,30.0,1,16.0,2,5.0,3.0,2.0,0,2,1,1.0,22661.0,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
2126,1,32.0,1,31.0,2,3.0,3.0,2.0,1,5,0,0.0,17795.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2475,0,45.0,1,17.0,3,4.0,3.0,4.0,1,3,1,2.0,25143.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
318,0,27.0,1,11.0,2,3.0,4.0,2.0,1,3,0,1.0,17478.0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
3904,0,30.0,1,35.0,4,5.0,5.0,3.0,0,1,0,2.0,22463.0,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
2578,0,27.0,2,32.0,4,4.0,3.0,3.0,0,4,1,1.0,21620.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
869,0,46.0,1,21.0,2,3.0,4.0,6.0,0,3,1,1.0,34081.0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1153,1,18.0,3,9.0,3,3.0,3.0,2.0,1,5,0,1.0,16569.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
2876,0,35.0,1,9.0,4,5.0,3.0,5.0,0,5,1,1.0,21446.0,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2564,0,31.0,1,30.0,4,6.0,3.0,3.0,0,3,1,3.0,21291.0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3532,0,43.0,1,9.0,4,5.0,4.0,6.0,0,1,1,3.0,23519.0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
170,0,27.0,1,23.0,2,3.0,4.0,1.0,1,4,1,0.0,18058.0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2447,0,34.0,1,10.0,3,4.0,3.0,3.0,1,5,1,2.0,21587.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2327,1,44.0,1,16.0,3,3.0,3.0,2.0,1,3,1,0.0,17936.0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2000,0,27.0,1,6.0,3,3.0,5.0,2.0,0,4,0,2.0,22412.0,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
392,0,54.0,1,11.0,2,3.0,5.0,5.0,0,4,1,0.0,34406.0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
821,0,49.0,3,14.0,2,4.0,4.0,7.0,0,4,1,0.0,28120.0,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2687,0,41.0,1,31.0,4,4.0,3.0,3.0,0,3,1,2.0,21997.0,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
3855,0,26.0,2,9.0,3,4.0,4.0,6.0,0,4,0,1.0,20865.0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
699,0,52.0,1,6.0,3,3.0,3.0,3.0,0,2,1,1.0,32099.0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2746,0,29.0,1,23.0,4,3.0,5.0,2.0,0,5,0,3.0,24339.0,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
139,0,30.0,2,15.0,2,3.0,3.0,1.0,1,3,1,1.0,21347.0,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
